ticker,date,session,compound_count,compound_mean,compound_std,compound_max,compound_min
TSLA,2025-06-11,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-11,trading,25,-0.004196,0.3725588549477787,0.7579,-0.7506
TSLA,2025-06-12,after_close,11,-0.017100000000000004,0.43174560101985987,0.8462,-0.7003
TSLA,2025-06-12,pre_open,9,-0.2223222222222222,0.3227710015544216,0.2716,-0.6486
TSLA,2025-06-12,trading,67,-0.054126865671641794,0.32887692069263474,0.5719,-0.7351
TSLA,2025-06-13,after_close,32,0.02696875,0.3934943369166625,0.6808,-0.9312
TSLA,2025-06-13,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-13,trading,53,0.08812830188679245,0.37230809118325975,0.802,-0.7184
TSLA,2025-06-16,after_close,9,-0.046288888888888886,0.38639755901287876,0.4939,-0.6908
TSLA,2025-06-16,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-16,trading,84,-0.014771428571428573,0.29526620685201677,0.6249,-0.7964
TSLA,2025-06-17,after_close,0,0.0,0.0,0.0,0.0
TSLA,2025-06-17,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-17,trading,0,0.0,0.0,0.0,0.0
